zip,service,tier,region
43717,Ground,DAS,Contiguous U.S.
43718,Ground,DAS,Contiguous U.S.
43719,Ground,DAS,Contiguous U.S.
43720,Ground,DAS Extended,Contiguous U.S.
43721,Ground,DAS,Contiguous U.S.
43722,Ground,DAS Extended,Contiguous U.S.
43723,Ground,DAS,Contiguous U.S.
43724,Ground,DAS,Contiguous U.S.
43725,Ground,DAS,Contiguous U.S.
43727,Ground,DAS Extended,Contiguous U.S.
43728,Ground,DAS Extended,Contiguous U.S.
43730,Ground,DAS Extended,Contiguous U.S.
43731,Ground,DAS,Contiguous U.S.
43732,Ground,DAS Extended,Contiguous U.S.
43733,Ground,DAS,Contiguous U.S.
43735,Ground,DAS,Contiguous U.S.
43738,Ground,DAS,Contiguous U.S.
43739,Ground,DAS Extended,Contiguous U.S.
43740,Ground,DAS,Contiguous U.S.
43746,Ground,DAS Extended,Contiguous U.S.
43747,Ground,DAS Extended,Contiguous U.S.
43748,Ground,DAS Extended,Contiguous U.S.
43749,Ground,DAS Extended,Contiguous U.S.
43752,Ground,DAS,Contiguous U.S.
43754,Ground,DAS Extended,Contiguous U.S.
43755,Ground,DAS Extended,Contiguous U.S.
43756,Ground,DAS Extended,Contiguous U.S.
43757,Ground,DAS Extended,Contiguous U.S.
43758,Ground,DAS Extended,Contiguous U.S.
43759,Ground,DAS,Contiguous U.S.
43760,Ground,DAS Extended,Contiguous U.S.
43761,Ground,DAS,Contiguous U.S.
43762,Ground,DAS Extended,Contiguous U.S.
43764,Ground,DAS,Contiguous U.S.
43766,Ground,DAS Extended,Contiguous U.S.
43767,Ground,DAS Extended,Contiguous U.S.
43768,Ground,DAS,Contiguous U.S.
43771,Ground,DAS Extended,Contiguous U.S.
43772,Ground,DAS Extended,Contiguous U.S.
43773,Ground,DAS Extended,Contiguous U.S.
43777,Ground,DAS Extended,Contiguous U.S.
43778,Ground,DAS Extended,Contiguous U.S.
43779,Ground,DAS Extended,Contiguous U.S.
43780,Ground,DAS Extended,Contiguous U.S.
43782,Ground,DAS Extended,Contiguous U.S.
43783,Ground,DAS Extended,Contiguous U.S.
43786,Ground,DAS,Contiguous U.S.
43787,Ground,DAS Extended,Contiguous U.S.
43788,Ground,DAS Extended,Contiguous U.S.
43789,Ground,DAS Extended,Contiguous U.S.
43793,Ground,DAS Extended,Contiguous U.S.
43802,Ground,DAS Extended,Contiguous U.S.
43803,Ground,DAS,Contiguous U.S.
43804,Ground,DAS,Contiguous U.S.
43805,Ground,DAS Extended,Contiguous U.S.
43811,Ground,DAS Extended,Contiguous U.S.
43812,Ground,DAS,Contiguous U.S.
43821,Ground,DAS Extended,Contiguous U.S.
43822,Ground,DAS,Contiguous U.S.
43824,Ground,DAS Extended,Contiguous U.S.
43830,Ground,DAS,Contiguous U.S.
43832,Ground,DAS Extended,Contiguous U.S.
43837,Ground,DAS Extended,Contiguous U.S.
43840,Ground,DAS Extended,Contiguous U.S.
43843,Ground,DAS Extended,Contiguous U.S.
43844,Ground,DAS Extended,Contiguous U.S.
43845,Ground,DAS,Contiguous U.S.
43901,Ground,DAS Extended,Contiguous U.S.
43902,Ground,DAS Extended,Contiguous U.S.
43903,Ground,DAS Extended,Contiguous U.S.
43906,Ground,DAS,Contiguous U.S.
43907,Ground,DAS Extended,Contiguous U.S.
43908,Ground,DAS Extended,Contiguous U.S.
43909,Ground,DAS,Contiguous U.S.
43910,Ground,DAS Extended,Contiguous U.S.
43912,Ground,DAS,Contiguous U.S.
43913,Ground,DAS,Contiguous U.S.
43914,Ground,DAS Extended,Contiguous U.S.
43915,Ground,DAS Extended,Contiguous U.S.
43916,Ground,DAS,Contiguous U.S.
43917,Ground,DAS Extended,Contiguous U.S.
43920,Ground,DAS,Contiguous U.S.
43925,Ground,DAS Extended,Contiguous U.S.
43926,Ground,DAS,Contiguous U.S.
43928,Ground,DAS,Contiguous U.S.
43930,Ground,DAS Extended,Contiguous U.S.
43931,Ground,DAS Extended,Contiguous U.S.
43932,Ground,DAS Extended,Contiguous U.S.
43933,Ground,DAS Extended,Contiguous U.S.
43934,Ground,DAS,Contiguous U.S.
43935,Ground,DAS,Contiguous U.S.
43938,Ground,DAS Extended,Contiguous U.S.
43939,Ground,DAS,Contiguous U.S.
43940,Ground,DAS,Contiguous U.S.
43941,Ground,DAS Extended,Contiguous U.S.
43942,Ground,DAS Extended,Contiguous U.S.
43943,Ground,DAS,Contiguous U.S.
43944,Ground,DAS Extended,Contiguous U.S.
43945,Ground,DAS Extended,Contiguous U.S.
43946,Ground,DAS Extended,Contiguous U.S.
43947,Ground,DAS,Contiguous U.S.
43948,Ground,DAS Extended,Contiguous U.S.
43951,Ground,DAS,Contiguous U.S.
43953,Ground,DAS,Contiguous U.S.
43961,Ground,DAS,Contiguous U.S.
43962,Ground,DAS Extended,Contiguous U.S.
43963,Ground,DAS,Contiguous U.S.
43964,Ground,DAS,Contiguous U.S.
43966,Ground,DAS Extended,Contiguous U.S.
43967,Ground,DAS,Contiguous U.S.
43968,Ground,DAS Extended,Contiguous U.S.
43971,Ground,DAS,Contiguous U.S.
43973,Ground,DAS Extended,Contiguous U.S.
43974,Ground,DAS,Contiguous U.S.
43976,Ground,DAS Extended,Contiguous U.S.
43977,Ground,DAS Extended,Contiguous U.S.
43981,Ground,DAS,Contiguous U.S.
43983,Ground,DAS Extended,Contiguous U.S.
43986,Ground,DAS Extended,Contiguous U.S.
43988,Ground,DAS Extended,Contiguous U.S.
44003,Ground,DAS,Contiguous U.S.
44010,Ground,DAS,Contiguous U.S.
44021,Ground,DAS,Contiguous U.S.
44030,Ground,DAS,Contiguous U.S.
44032,Ground,DAS Extended,Contiguous U.S.
44041,Ground,DAS,Contiguous U.S.
44044,Ground,DAS,Contiguous U.S.
44047,Ground,DAS,Contiguous U.S.
44048,Ground,DAS,Contiguous U.S.
44050,Ground,DAS,Contiguous U.S.
44057,Ground,DAS,Contiguous U.S.
44062,Ground,DAS,Contiguous U.S.
44064,Ground,DAS,Contiguous U.S.
44065,Ground,DAS,Contiguous U.S.
44068,Ground,DAS,Contiguous U.S.
44074,Ground,DAS,Contiguous U.S.
44076,Ground,DAS Extended,Contiguous U.S.
44080,Ground,DAS,Contiguous U.S.
44082,Ground,DAS Extended,Contiguous U.S.
44084,Ground,DAS,Contiguous U.S.
44085,Ground,DAS Extended,Contiguous U.S.
44086,Ground,DAS,Contiguous U.S.
44089,Ground,DAS,Contiguous U.S.
44090,Ground,DAS,Contiguous U.S.
44093,Ground,DAS Extended,Contiguous U.S.
44099,Ground,DAS Extended,Contiguous U.S.
44201,Ground,DAS,Contiguous U.S.
44214,Ground,DAS Extended,Contiguous U.S.
44217,Ground,DAS,Contiguous U.S.
44231,Ground,DAS,Contiguous U.S.
44234,Ground,DAS,Contiguous U.S.
44235,Ground,DAS,Contiguous U.S.
44253,Ground,DAS,Contiguous U.S.
44254,Ground,DAS,Contiguous U.S.
44255,Ground,DAS,Contiguous U.S.
44264,Ground,DAS,Contiguous U.S.
44265,Ground,DAS,Contiguous U.S.
44270,Ground,DAS,Contiguous U.S.
44272,Ground,DAS,Contiguous U.S.
44273,Ground,DAS,Contiguous U.S.
44275,Ground,DAS,Contiguous U.S.
44276,Ground,DAS Extended,Contiguous U.S.
44280,Ground,DAS,Contiguous U.S.
44287,Ground,DAS,Contiguous U.S.
44288,Ground,DAS,Contiguous U.S.
44401,Ground,DAS,Contiguous U.S.
44404,Ground,DAS Extended,Contiguous U.S.
44411,Ground,DAS,Contiguous U.S.
44412,Ground,DAS,Contiguous U.S.
44413,Ground,DAS,Contiguous U.S.
44415,Ground,DAS,Contiguous U.S.
44416,Ground,DAS Extended,Contiguous U.S.
44417,Ground,DAS Extended,Contiguous U.S.
44418,Ground,DAS,Contiguous U.S.
44423,Ground,DAS,Contiguous U.S.
44424,Ground,DAS,Contiguous U.S.
44427,Ground,DAS Extended,Contiguous U.S.
44428,Ground,DAS Extended,Contiguous U.S.
44431,Ground,DAS,Contiguous U.S.
44432,Ground,DAS,Contiguous U.S.
44436,Ground,DAS,Contiguous U.S.
44439,Ground,DAS,Contiguous U.S.
44441,Ground,DAS Extended,Contiguous U.S.
44443,Ground,DAS,Contiguous U.S.
44444,Ground,DAS,Contiguous U.S.
44445,Ground,DAS,Contiguous U.S.
44449,Ground,DAS Extended,Contiguous U.S.
44450,Ground,DAS Extended,Contiguous U.S.
44451,Ground,DAS Extended,Contiguous U.S.
44453,Ground,DAS Extended,Contiguous U.S.
44454,Ground,DAS,Contiguous U.S.
44455,Ground,DAS,Contiguous U.S.
44470,Ground,DAS,Contiguous U.S.
44473,Ground,DAS,Contiguous U.S.
44490,Ground,DAS,Contiguous U.S.
44491,Ground,DAS,Contiguous U.S.
44606,Ground,DAS,Contiguous U.S.
44607,Ground,DAS,Contiguous U.S.
44608,Ground,DAS,Contiguous U.S.
44609,Ground,DAS,Contiguous U.S.
44610,Ground,DAS,Contiguous U.S.
44611,Ground,DAS Extended,Contiguous U.S.
44612,Ground,DAS,Contiguous U.S.
44615,Ground,DAS,Contiguous U.S.
44617,Ground,DAS,Contiguous U.S.
44618,Ground,DAS,Contiguous U.S.
44620,Ground,DAS Extended,Contiguous U.S.
44621,Ground,DAS,Contiguous U.S.
44624,Ground,DAS,Contiguous U.S.
44625,Ground,DAS Extended,Contiguous U.S.
44626,Ground,DAS,Contiguous U.S.
44627,Ground,DAS,Contiguous U.S.
44628,Ground,DAS Extended,Contiguous U.S.
44629,Ground,DAS Extended,Contiguous U.S.
44633,Ground,DAS,Contiguous U.S.
44634,Ground,DAS,Contiguous U.S.
44636,Ground,DAS Extended,Contiguous U.S.
44637,Ground,DAS Extended,Contiguous U.S.
44638,Ground,DAS Extended,Contiguous U.S.
44639,Ground,DAS,Contiguous U.S.
44640,Ground,DAS,Contiguous U.S.
44643,Ground,DAS,Contiguous U.S.
44644,Ground,DAS,Contiguous U.S.
44645,Ground,DAS,Contiguous U.S.
44651,Ground,DAS Extended,Contiguous U.S.
44653,Ground,DAS,Contiguous U.S.
44654,Ground,DAS,Contiguous U.S.
44656,Ground,DAS Extended,Contiguous U.S.
44657,Ground,DAS,Contiguous U.S.
44659,Ground,DAS,Contiguous U.S.
44660,Ground,DAS,Contiguous U.S.
44661,Ground,DAS Extended,Contiguous U.S.
44662,Ground,DAS,Contiguous U.S.
44666,Ground,DAS,Contiguous U.S.
44669,Ground,DAS,Contiguous U.S.
44670,Ground,DAS,Contiguous U.S.
44671,Ground,DAS,Contiguous U.S.
44675,Ground,DAS,Contiguous U.S.
44676,Ground,DAS,Contiguous U.S.
44677,Ground,DAS,Contiguous U.S.
44678,Ground,DAS,Contiguous U.S.
44680,Ground,DAS Extended,Contiguous U.S.
44681,Ground,DAS,Contiguous U.S.
44682,Ground,DAS,Contiguous U.S.
44683,Ground,DAS,Contiguous U.S.
44688,Ground,DAS,Contiguous U.S.
44689,Ground,DAS,Contiguous U.S.
44690,Ground,DAS,Contiguous U.S.
44693,Ground,DAS,Contiguous U.S.
44695,Ground,DAS Extended,Contiguous U.S.
44697,Ground,DAS,Contiguous U.S.
44699,Ground,DAS Extended,Contiguous U.S.
44721,Ground,DAS,Contiguous U.S.
44730,Ground,DAS,Contiguous U.S.
44801,Ground,DAS,Contiguous U.S.
44802,Ground,DAS Extended,Contiguous U.S.
44803,Ground,DAS Extended,Contiguous U.S.
44804,Ground,DAS Extended,Contiguous U.S.
44807,Ground,DAS Extended,Contiguous U.S.
44809,Ground,DAS,Contiguous U.S.
44811,Ground,DAS,Contiguous U.S.
44813,Ground,DAS,Contiguous U.S.
44814,Ground,DAS,Contiguous U.S.
44815,Ground,DAS,Contiguous U.S.
44816,Ground,DAS,Contiguous U.S.
44817,Ground,DAS Extended,Contiguous U.S.
44818,Ground,DAS Extended,Contiguous U.S.
44820,Ground,DAS,Contiguous U.S.
44822,Ground,DAS,Contiguous U.S.
44824,Ground,DAS,Contiguous U.S.
44825,Ground,DAS,Contiguous U.S.
44826,Ground,DAS Extended,Contiguous U.S.
44827,Ground,DAS,Contiguous U.S.
44830,Ground,DAS,Contiguous U.S.
44833,Ground,DAS,Contiguous U.S.
44836,Ground,DAS Extended,Contiguous U.S.
44837,Ground,DAS Extended,Contiguous U.S.
44838,Ground,DAS,Contiguous U.S.
44840,Ground,DAS Extended,Contiguous U.S.
44841,Ground,DAS Extended,Contiguous U.S.
44842,Ground,DAS,Contiguous U.S.
44843,Ground,DAS,Contiguous U.S.
44844,Ground,DAS Extended,Contiguous U.S.
44845,Ground,DAS,Contiguous U.S.
44846,Ground,DAS,Contiguous U.S.
44847,Ground,DAS,Contiguous U.S.
44849,Ground,DAS Extended,Contiguous U.S.
44850,Ground,DAS,Contiguous U.S.
44851,Ground,DAS Extended,Contiguous U.S.
44853,Ground,DAS Extended,Contiguous U.S.
44854,Ground,DAS,Contiguous U.S.
44855,Ground,DAS Extended,Contiguous U.S.
44856,Ground,DAS,Contiguous U.S.
44859,Ground,DAS,Contiguous U.S.
44860,Ground,DAS Extended,Contiguous U.S.
44861,Ground,DAS,Contiguous U.S.
44864,Ground,DAS Extended,Contiguous U.S.
44865,Ground,DAS,Contiguous U.S.
44866,Ground,DAS,Contiguous U.S.
44867,Ground,DAS Extended,Contiguous U.S.
44874,Ground,DAS,Contiguous U.S.
44875,Ground,DAS,Contiguous U.S.
44878,Ground,DAS,Contiguous U.S.
44880,Ground,DAS,Contiguous U.S.
44882,Ground,DAS Extended,Contiguous U.S.
44883,Ground,DAS,Contiguous U.S.
44887,Ground,DAS Extended,Contiguous U.S.
44888,Ground,DAS,Contiguous U.S.
44889,Ground,DAS,Contiguous U.S.
44890,Ground,DAS,Contiguous U.S.
45001,Ground,DAS,Contiguous U.S.
45003,Ground,DAS,Contiguous U.S.
45032,Ground,DAS,Contiguous U.S.
45033,Ground,DAS Extended,Contiguous U.S.
45041,Ground,DAS Extended,Contiguous U.S.
45042,Ground,DAS,Contiguous U.S.
45052,Ground,DAS,Contiguous U.S.
45053,Ground,DAS Extended,Contiguous U.S.
45054,Ground,DAS Extended,Contiguous U.S.
45064,Ground,DAS Extended,Contiguous U.S.
45068,Ground,DAS,Contiguous U.S.
45101,Ground,DAS Extended,Contiguous U.S.
45105,Ground,DAS Extended,Contiguous U.S.
45106,Ground,DAS Extended,Contiguous U.S.
45107,Ground,DAS Extended,Contiguous U.S.
45111,Ground,DAS,Contiguous U.S.
45112,Ground,DAS,Contiguous U.S.
45113,Ground,DAS,Contiguous U.S.
45114,Ground,DAS Extended,Contiguous U.S.
45115,Ground,DAS Extended,Contiguous U.S.
45118,Ground,DAS,Contiguous U.S.
45120,Ground,DAS Extended,Contiguous U.S.
45121,Ground,DAS Extended,Contiguous U.S.
45122,Ground,DAS,Contiguous U.S.
45123,Ground,DAS Extended,Contiguous U.S.
45130,Ground,DAS Extended,Contiguous U.S.
45132,Ground,DAS Extended,Contiguous U.S.
45135,Ground,DAS Extended,Contiguous U.S.
45138,Ground,DAS Extended,Contiguous U.S.
45142,Ground,DAS Extended,Contiguous U.S.
45144,Ground,DAS Extended,Contiguous U.S.
45146,Ground,DAS Extended,Contiguous U.S.
45148,Ground,DAS Extended,Contiguous U.S.
45152,Ground,DAS,Contiguous U.S.
45153,Ground,DAS Extended,Contiguous U.S.
45154,Ground,DAS,Contiguous U.S.
45155,Ground,DAS,Contiguous U.S.
45156,Ground,DAS,Contiguous U.S.
45157,Ground,DAS Extended,Contiguous U.S.
45159,Ground,DAS Extended,Contiguous U.S.
45162,Ground,DAS,Contiguous U.S.
45164,Ground,DAS,Contiguous U.S.
45166,Ground,DAS,Contiguous U.S.
45167,Ground,DAS Extended,Contiguous U.S.
45168,Ground,DAS Extended,Contiguous U.S.
45169,Ground,DAS Extended,Contiguous U.S.
45171,Ground,DAS Extended,Contiguous U.S.
45172,Ground,DAS,Contiguous U.S.
45176,Ground,DAS Extended,Contiguous U.S.
45302,Ground,DAS,Contiguous U.S.
45303,Ground,DAS Extended,Contiguous U.S.
45304,Ground,DAS,Contiguous U.S.
45306,Ground,DAS,Contiguous U.S.
45307,Ground,DAS,Contiguous U.S.
45308,Ground,DAS Extended,Contiguous U.S.
45309,Ground,DAS,Contiguous U.S.
45310,Ground,DAS,Contiguous U.S.
45311,Ground,DAS Extended,Contiguous U.S.
45312,Ground,DAS Extended,Contiguous U.S.
45314,Ground,DAS,Contiguous U.S.
45316,Ground,DAS,Contiguous U.S.
45317,Ground,DAS Extended,Contiguous U.S.
45318,Ground,DAS,Contiguous U.S.
45320,Ground,DAS,Contiguous U.S.
45321,Ground,DAS Extended,Contiguous U.S.
45325,Ground,DAS,Contiguous U.S.
45327,Ground,DAS,Contiguous U.S.
45328,Ground,DAS,Contiguous U.S.
45330,Ground,DAS,Contiguous U.S.
45331,Ground,DAS,Contiguous U.S.
45334,Ground,DAS Extended,Contiguous U.S.
45335,Ground,DAS,Contiguous U.S.
45336,Ground,DAS,Contiguous U.S.
45337,Ground,DAS Extended,Contiguous U.S.
45338,Ground,DAS,Contiguous U.S.
45339,Ground,DAS,Contiguous U.S.
45340,Ground,DAS Extended,Contiguous U.S.
45341,Ground,DAS,Contiguous U.S.
45344,Ground,DAS,Contiguous U.S.
45345,Ground,DAS,Contiguous U.S.
45346,Ground,DAS Extended,Contiguous U.S.
45347,Ground,DAS,Contiguous U.S.
45348,Ground,DAS Extended,Contiguous U.S.
45350,Ground,DAS,Contiguous U.S.
45351,Ground,DAS,Contiguous U.S.
45352,Ground,DAS,Contiguous U.S.
45358,Ground,DAS,Contiguous U.S.
45359,Ground,DAS,Contiguous U.S.
45360,Ground,DAS,Contiguous U.S.
45362,Ground,DAS Extended,Contiguous U.S.
45363,Ground,DAS,Contiguous U.S.
45368,Ground,DAS Extended,Contiguous U.S.
45369,Ground,DAS,Contiguous U.S.
45370,Ground,DAS,Contiguous U.S.
45372,Ground,DAS,Contiguous U.S.
45378,Ground,DAS,Contiguous U.S.
45380,Ground,DAS,Contiguous U.S.
45381,Ground,DAS,Contiguous U.S.
45382,Ground,DAS Extended,Contiguous U.S.
45383,Ground,DAS,Contiguous U.S.
45388,Ground,DAS Extended,Contiguous U.S.
45389,Ground,DAS,Contiguous U.S.
45390,Ground,DAS Extended,Contiguous U.S.
45502,Ground,DAS,Contiguous U.S.
45612,Ground,DAS Extended,Contiguous U.S.
45613,Ground,DAS Extended,Contiguous U.S.
45614,Ground,DAS Extended,Contiguous U.S.
45616,Ground,DAS Extended,Contiguous U.S.
45618,Ground,DAS,Contiguous U.S.
45619,Ground,DAS,Contiguous U.S.
45620,Ground,DAS Extended,Contiguous U.S.
45621,Ground,DAS Extended,Contiguous U.S.
45622,Ground,DAS Extended,Contiguous U.S.
45623,Ground,DAS Extended,Contiguous U.S.
45624,Ground,DAS Extended,Contiguous U.S.
45628,Ground,DAS,Contiguous U.S.
45629,Ground,DAS,Contiguous U.S.
45630,Ground,DAS Extended,Contiguous U.S.
45631,Ground,DAS,Contiguous U.S.
45633,Ground,DAS Extended,Contiguous U.S.
45634,Ground,DAS Extended,Contiguous U.S.
45638,Ground,DAS,Contiguous U.S.
45640,Ground,DAS,Contiguous U.S.
45642,Ground,DAS Extended,Contiguous U.S.
45643,Ground,DAS Extended,Contiguous U.S.
45644,Ground,DAS,Contiguous U.S.
45645,Ground,DAS Extended,Contiguous U.S.
45646,Ground,DAS Extended,Contiguous U.S.
45647,Ground,DAS Extended,Contiguous U.S.
45648,Ground,DAS,Contiguous U.S.
45650,Ground,DAS Extended,Contiguous U.S.
45651,Ground,DAS Extended,Contiguous U.S.
45652,Ground,DAS Extended,Contiguous U.S.
45653,Ground,DAS,Contiguous U.S.
45654,Ground,DAS Extended,Contiguous U.S.
45656,Ground,DAS Extended,Contiguous U.S.
45657,Ground,DAS Extended,Contiguous U.S.
45658,Ground,DAS Extended,Contiguous U.S.
45659,Ground,DAS Extended,Contiguous U.S.
45660,Ground,DAS Extended,Contiguous U.S.
45661,Ground,DAS,Contiguous U.S.
45663,Ground,DAS Extended,Contiguous U.S.
45669,Ground,DAS,Contiguous U.S.
45671,Ground,DAS Extended,Contiguous U.S.
45672,Ground,DAS Extended,Contiguous U.S.
45673,Ground,DAS,Contiguous U.S.
45674,Ground,DAS,Contiguous U.S.
45675,Ground,DAS Extended,Contiguous U.S.
45677,Ground,DAS,Contiguous U.S.
45678,Ground,DAS Extended,Contiguous U.S.
45679,Ground,DAS Extended,Contiguous U.S.
45681,Ground,DAS Extended,Contiguous U.S.
45682,Ground,DAS Extended,Contiguous U.S.
45683,Ground,DAS Extended,Contiguous U.S.
45684,Ground,DAS Extended,Contiguous U.S.
45685,Ground,DAS Extended,Contiguous U.S.
45686,Ground,DAS Extended,Contiguous U.S.
45687,Ground,DAS Extended,Contiguous U.S.
45688,Ground,DAS Extended,Contiguous U.S.
45690,Ground,DAS,Contiguous U.S.
45692,Ground,DAS,Contiguous U.S.
45693,Ground,DAS Extended,Contiguous U.S.
45694,Ground,DAS,Contiguous U.S.
45695,Ground,DAS Extended,Contiguous U.S.
45696,Ground,DAS Extended,Contiguous U.S.
45697,Ground,DAS Extended,Contiguous U.S.
45698,Ground,DAS,Contiguous U.S.
45699,Ground,DAS,Contiguous U.S.
45701,Ground,DAS,Contiguous U.S.
45710,Ground,DAS Extended,Contiguous U.S.
45711,Ground,DAS Extended,Contiguous U.S.
45713,Ground,DAS Extended,Contiguous U.S.
45714,Ground,DAS,Contiguous U.S.
45715,Ground,DAS Extended,Contiguous U.S.
45719,Ground,DAS Extended,Contiguous U.S.
45720,Ground,DAS,Contiguous U.S.
45721,Ground,DAS,Contiguous U.S.
45723,Ground,DAS Extended,Contiguous U.S.
45724,Ground,DAS Extended,Contiguous U.S.
45727,Ground,DAS Extended,Contiguous U.S.
45729,Ground,DAS Extended,Contiguous U.S.
45732,Ground,DAS Extended,Contiguous U.S.
45734,Ground,DAS Extended,Contiguous U.S.
45735,Ground,DAS Extended,Contiguous U.S.
45739,Ground,DAS,Contiguous U.S.
45740,Ground,DAS,Contiguous U.S.
45741,Ground,DAS Extended,Contiguous U.S.
45742,Ground,DAS Extended,Contiguous U.S.
45743,Ground,DAS Extended,Contiguous U.S.
45744,Ground,DAS Extended,Contiguous U.S.
45745,Ground,DAS Extended,Contiguous U.S.
45746,Ground,DAS Extended,Contiguous U.S.
45760,Ground,DAS,Contiguous U.S.
45761,Ground,DAS Extended,Contiguous U.S.
45764,Ground,DAS Extended,Contiguous U.S.
45766,Ground,DAS Extended,Contiguous U.S.
45767,Ground,DAS Extended,Contiguous U.S.
45768,Ground,DAS Extended,Contiguous U.S.
45769,Ground,DAS Extended,Contiguous U.S.
45770,Ground,DAS Extended,Contiguous U.S.
45771,Ground,DAS Extended,Contiguous U.S.
45772,Ground,DAS Extended,Contiguous U.S.
45773,Ground,DAS Extended,Contiguous U.S.
45775,Ground,DAS Extended,Contiguous U.S.
45776,Ground,DAS Extended,Contiguous U.S.
45777,Ground,DAS,Contiguous U.S.
45778,Ground,DAS Extended,Contiguous U.S.
45779,Ground,DAS Extended,Contiguous U.S.
45780,Ground,DAS,Contiguous U.S.
45781,Ground,DAS Extended,Contiguous U.S.
45782,Ground,DAS Extended,Contiguous U.S.
45783,Ground,DAS Extended,Contiguous U.S.
45784,Ground,DAS,Contiguous U.S.
45786,Ground,DAS Extended,Contiguous U.S.
45787,Ground,DAS,Contiguous U.S.
45788,Ground,DAS Extended,Contiguous U.S.
45789,Ground,DAS Extended,Contiguous U.S.
45806,Ground,DAS,Contiguous U.S.
45807,Ground,DAS,Contiguous U.S.
45808,Ground,DAS,Contiguous U.S.
45810,Ground,DAS,Contiguous U.S.
45812,Ground,DAS Extended,Contiguous U.S.
45813,Ground,DAS Extended,Contiguous U.S.
45814,Ground,DAS Extended,Contiguous U.S.
45815,Ground,DAS Extended,Contiguous U.S.
45817,Ground,DAS,Contiguous U.S.
45819,Ground,DAS,Contiguous U.S.
45820,Ground,DAS Extended,Contiguous U.S.
45821,Ground,DAS Extended,Contiguous U.S.
45822,Ground,DAS,Contiguous U.S.
45826,Ground,DAS,Contiguous U.S.
45827,Ground,DAS Extended,Contiguous U.S.
45828,Ground,DAS,Contiguous U.S.
45830,Ground,DAS Extended,Contiguous U.S.
45831,Ground,DAS Extended,Contiguous U.S.
45832,Ground,DAS Extended,Contiguous U.S.
45833,Ground,DAS,Contiguous U.S.
45835,Ground,DAS Extended,Contiguous U.S.
45836,Ground,DAS Extended,Contiguous U.S.
45837,Ground,DAS,Contiguous U.S.
45841,Ground,DAS Extended,Contiguous U.S.
45843,Ground,DAS Extended,Contiguous U.S.
45844,Ground,DAS Extended,Contiguous U.S.
45845,Ground,DAS Extended,Contiguous U.S.
45846,Ground,DAS,Contiguous U.S.
45848,Ground,DAS,Contiguous U.S.
45849,Ground,DAS Extended,Contiguous U.S.
45850,Ground,DAS Extended,Contiguous U.S.
45851,Ground,DAS Extended,Contiguous U.S.
45853,Ground,DAS,Contiguous U.S.
45856,Ground,DAS Extended,Contiguous U.S.
45858,Ground,DAS Extended,Contiguous U.S.
45860,Ground,DAS Extended,Contiguous U.S.
45862,Ground,DAS Extended,Contiguous U.S.
45863,Ground,DAS Extended,Contiguous U.S.
45864,Ground,DAS Extended,Contiguous U.S.
45865,Ground,DAS,Contiguous U.S.
45866,Ground,DAS,Contiguous U.S.
45867,Ground,DAS Extended,Contiguous U.S.
45868,Ground,DAS Extended,Contiguous U.S.
45869,Ground,DAS,Contiguous U.S.
45870,Ground,DAS,Contiguous U.S.
45871,Ground,DAS,Contiguous U.S.
45872,Ground,DAS,Contiguous U.S.
45873,Ground,DAS Extended,Contiguous U.S.
45874,Ground,DAS Extended,Contiguous U.S.
45875,Ground,DAS,Contiguous U.S.
45876,Ground,DAS,Contiguous U.S.
45877,Ground,DAS,Contiguous U.S.
45879,Ground,DAS,Contiguous U.S.
45880,Ground,DAS Extended,Contiguous U.S.
45881,Ground,DAS Extended,Contiguous U.S.
45882,Ground,DAS Extended,Contiguous U.S.
45883,Ground,DAS,Contiguous U.S.
45885,Ground,DAS,Contiguous U.S.
45886,Ground,DAS Extended,Contiguous U.S.
45887,Ground,DAS,Contiguous U.S.
45889,Ground,DAS,Contiguous U.S.
45890,Ground,DAS Extended,Contiguous U.S.
45891,Ground,DAS,Contiguous U.S.
45893,Ground,DAS Extended,Contiguous U.S.
45894,Ground,DAS Extended,Contiguous U.S.
45895,Ground,DAS,Contiguous U.S.
45896,Ground,DAS Extended,Contiguous U.S.
45897,Ground,DAS Extended,Contiguous U.S.
45898,Ground,DAS Extended,Contiguous U.S.
45899,Ground,DAS,Contiguous U.S.
46001,Ground,DAS,Contiguous U.S.
46011,Ground,DAS,Contiguous U.S.
46012,Ground,DAS,Contiguous U.S.
46017,Ground,DAS Extended,Contiguous U.S.
46030,Ground,DAS,Contiguous U.S.
46031,Ground,DAS,Contiguous U.S.
46034,Ground,DAS,Contiguous U.S.
46035,Ground,DAS Extended,Contiguous U.S.
46036,Ground,DAS,Contiguous U.S.
46039,Ground,DAS Extended,Contiguous U.S.
46040,Ground,DAS,Contiguous U.S.
46041,Ground,DAS,Contiguous U.S.
46044,Ground,DAS,Contiguous U.S.
46047,Ground,DAS,Contiguous U.S.
46049,Ground,DAS Extended,Contiguous U.S.
46050,Ground,DAS Extended,Contiguous U.S.
46051,Ground,DAS,Contiguous U.S.
46056,Ground,DAS Extended,Contiguous U.S.
46057,Ground,DAS Extended,Contiguous U.S.
46058,Ground,DAS Extended,Contiguous U.S.
46063,Ground,DAS,Contiguous U.S.
46064,Ground,DAS,Contiguous U.S.
46065,Ground,DAS,Contiguous U.S.
46067,Ground,DAS,Contiguous U.S.
46068,Ground,DAS,Contiguous U.S.
46069,Ground,DAS,Contiguous U.S.
